Timestamp,BRANCH,ZIP CODE,Size,Number of PACKS OF DIAPERS distributed,Size.1,Number of PACKS OF DIAPERS distributed.1,Size.2,Number of PACKS OF DIAPERS distributed.2,Number of FLOW KITS distributed,Number of REUSABLE FLOW KITS distributed,Do you want to record distribution statistics?,Are you submitting statistics or enrolling a new diaper patron?
10/17/2025 12:05:53,GG,63109,2,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
10/17/2025 12:09:56,WR,63123,5,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
10/17/2025 12:13:10,FV,63136,3,3.0,4,1.0,6,1.0,,,,Statistics (Diapers + Flow Kits)
10/17/2025 12:15:25,FV,63031,,,,,,,,,No,NEW ENROLLMENT - Diapers
10/17/2025 12:16:15,FV,63031,,,,,,,,,No,NEW ENROLLMENT - Diapers
10/17/2025 12:16:31,FV,63132,7,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
10/17/2025 12:17:03,FV,63031,5,2.0,4,1.0,,,,,Yes,NEW ENROLLMENT - Diapers
10/17/2025 12:55:41,WR,63123,3T,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
10/17/2025 13:20:53,WR,63135,5,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
10/17/2025 13:26:17,GG,63017,4T,2.0,,,,,,,,Statistics (Diapers + Flow Kits)
10/17/2025 13:34:37,LC,63136,4,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
10/17/2025 13:44:30,LC,63135,4,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
10/17/2025 13:45:16,LC,63136,1,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
10/17/2025 14:44:18,PV,63146,6,1.0,6,1.0,,,2.0,,Yes,NEW ENROLLMENT - Diapers
10/17/2025 14:50:44,FV,63033,7,1.0,,,,,1.0,,,Statistics (Diapers + Flow Kits)
10/17/2025 15:25:09,WR,63123,5,1.0,,,,,1.0,,,Statistics (Diapers + Flow Kits)
10/17/2025 15:26:27,WR,63123,5,1.0,,,,,1.0,,,Statistics (Diapers + Flow Kits)
10/17/2025 15:38:22,NB,63137,,,,,,,2.0,,,Statistics (Diapers + Flow Kits)
10/18/2025 8:13:27,WR,63119,,,,,,,1.0,,,Statistics (Diapers + Flow Kits)
10/18/2025 8:15:29,FV,63135,,,,,,,2.0,,,Statistics (Diapers + Flow Kits)
10/18/2025 9:05:44,FV,63033,,,,,,,,,No,NEW ENROLLMENT - Diapers
10/18/2025 9:08:24,FV,63033,3,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
10/18/2025 9:25:22,NB,63138,6,1.0,,,,1.0,,,,Statistics (Diapers + Flow Kits)
10/18/2025 9:54:04,LC,63031,5,1.0,5,1.0,,,,,,Statistics (Diapers + Flow Kits)
10/18/2025 10:25:05,NB,63121,3,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
10/18/2025 10:33:46,LC,63136,6,1.0,6,1.0,,,,,,Statistics (Diapers + Flow Kits)
10/18/2025 11:01:58,RR,63123,6,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
10/18/2025 11:44:51,FV,63123,7,1.0,,,,,1.0,,,Statistics (Diapers + Flow Kits)
10/18/2025 12:09:49,FV,63031,5,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
10/18/2025 12:17:36,FV,63043,6,1.0,6,1.0,6,1.0,3.0,,,Statistics (Diapers + Flow Kits)
10/18/2025 12:22:12,WR,63116,4,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
10/18/2025 12:28:26,WR,63080,3,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
10/18/2025 12:29:26,WR,63080,4,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
10/18/2025 12:48:23,PV,63136,6,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
10/18/2025 13:10:17,LC,63138,6,1.0,5,1.0,,,,,,Statistics (Diapers + Flow Kits)
10/18/2025 13:23:37,WR,63119,4,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
10/18/2025 13:23:42,PV,63114,6,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
10/18/2025 13:35:52,FV,63033,3,1.0,,,,,1.0,,,Statistics (Diapers + Flow Kits)
10/18/2025 14:31:31,WR,63123,6,1.0,3,1.0,,,,,,Statistics (Diapers + Flow Kits)
10/18/2025 14:36:52,FV,63033,,,,,,,,,No,NEW ENROLLMENT - Diapers
10/18/2025 14:39:18,FV,63033,5,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
10/18/2025 14:46:09,FV,63033,,,,,,,,,No,NEW ENROLLMENT - Diapers
10/18/2025 14:47:50,LC,63136,5,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
10/18/2025 15:00:54,WR,63116,5,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
10/18/2025 15:06:27,WR,63125,4,2.0,2T,1.0,,,,,,Statistics (Diapers + Flow Kits)
10/18/2025 15:15:04,LC,63136,6,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
10/18/2025 15:26:42,WR,63125,5,2.0,3T,2.0,,,1.0,,,Statistics (Diapers + Flow Kits)
10/18/2025 15:28:27,WR,63123,5,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
10/19/2025 14:11:00,FV,62069,6,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
10/19/2025 14:12:48,FV,62069,6,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
10/19/2025 14:30:33,FV,63033,4,1.0,7,1.0,,,,,,Statistics (Diapers + Flow Kits)
10/20/2025 8:10:36,WR,63123,4,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
10/20/2025 8:12:09,WR,63123,5,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
10/20/2025 8:20:02,WR,63123,,,,,,,1.0,,,Statistics (Diapers + Flow Kits)
10/20/2025 8:33:46,LC,63033,5,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
10/20/2025 8:50:27,GG,63021,3,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
10/20/2025 8:51:30,NB,63104,5,1.0,3T,1.0,,,,,Yes,NEW ENROLLMENT - Diapers
10/20/2025 9:30:46,NB,63121,4,1.0,,,,1.0,,,Yes,NEW ENROLLMENT - Diapers
10/20/2025 9:34:19,NB,63136,5,1.0,,,,1.0,,,Yes,NEW ENROLLMENT - Diapers
10/20/2025 9:51:02,FV,63042,5,1.0,,,,,1.0,,,Statistics (Diapers + Flow Kits)
10/20/2025 9:55:56,WR,63123,3,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
10/20/2025 10:54:37,LC,63136,6,1.0,6,1.0,6,1.0,,,Yes,NEW ENROLLMENT - Diapers
10/20/2025 10:55:47,LC,63136,4,1.0,6,1.0,6,1.0,,,,Statistics (Diapers + Flow Kits)
10/20/2025 11:12:59,WR,63123,3,1.0,6,1.0,,,,,,Statistics (Diapers + Flow Kits)
10/20/2025 11:17:37,LC,63136,6,1.0,6,1.0,,,,,,Statistics (Diapers + Flow Kits)
10/20/2025 11:26:34,LC,63136,,,,,,,,,No,NEW ENROLLMENT - Diapers
10/20/2025 11:34:51,LC,63136,,,,,,,,,No,NEW ENROLLMENT - Diapers
10/20/2025 11:35:44,LC,63136,,,,,,,,,No,NEW ENROLLMENT - Diapers
10/20/2025 11:37:50,FV,63135,5,1.0,5,1.0,,,,,,Statistics (Diapers + Flow Kits)
10/20/2025 11:38:31,LC,63136,,,,,,,,,No,NEW ENROLLMENT - Diapers
10/20/2025 11:39:41,LC,63136,,,,,,,,,No,NEW ENROLLMENT - Diapers
10/20/2025 12:48:04,WR,63125,5,1.0,6,1.0,,,,,,Statistics (Diapers + Flow Kits)
10/20/2025 12:52:58,FV,63031,1,1.0,6,1.0,,,,,,Statistics (Diapers + Flow Kits)
10/20/2025 12:55:54,PV,63114,,,,,,,3.0,,,Statistics (Diapers + Flow Kits)
10/20/2025 13:01:29,WR,63125,2T,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
10/20/2025 13:14:14,PV,63132,,,,,,,4.0,,,Statistics (Diapers + Flow Kits)
10/20/2025 13:20:59,WR,63123,6,1.0,,,,,1.0,,Yes,NEW ENROLLMENT - Diapers
10/20/2025 13:41:08,GG,63021,1,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
10/20/2025 13:43:07,WR,63123,,,,,,,1.0,,,Statistics (Diapers + Flow Kits)
10/20/2025 13:44:45,PV,63130,5,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
10/20/2025 13:50:37,LC,63137,6,1.0,6,1.0,,,,,,Statistics (Diapers + Flow Kits)
10/20/2025 13:52:56,NB,63113,6,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
10/20/2025 13:55:50,FV,63031,6,1.0,,,,,1.0,,,Statistics (Diapers + Flow Kits)
10/20/2025 13:56:22,FV,63033,6,1.0,6,1.0,,,2.0,,,Statistics (Diapers + Flow Kits)
10/20/2025 14:28:05,GG,63043,3,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
10/20/2025 14:44:33,LC,63136,4,,N,,,,,,Yes,NEW ENROLLMENT - Diapers
10/20/2025 14:45:06,LC,63136,,,,,,,,,No,NEW ENROLLMENT - Diapers
10/20/2025 14:55:01,FV,63031,5,1.0,,,,,1.0,,,Statistics (Diapers + Flow Kits)
10/20/2025 15:29:28,LC,63134,6,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
10/20/2025 15:30:29,LC,63134,6,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
10/20/2025 15:42:14,NB,63134,5,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
10/20/2025 16:01:43,LC,63138,6,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
10/20/2025 16:11:32,PV,63114,5,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
10/20/2025 16:37:57,LC,63138,6,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
10/20/2025 17:11:29,FV,63033,6,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
10/20/2025 17:13:20,FV,63033,6,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
10/20/2025 17:14:47,LC,63137,6,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
10/20/2025 17:14:50,WR,63129,5,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
10/20/2025 17:36:01,LC,63137,4,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
10/20/2025 17:37:53,WR,63125,5,1.0,5,1.0,6,1.0,,,,Statistics (Diapers + Flow Kits)
10/20/2025 17:56:57,LC,63112,4,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
10/20/2025 18:19:22,LC,63147,4,1.0,5,1.0,,,,,,Statistics (Diapers + Flow Kits)
10/20/2025 18:53:34,PV,63114,4T,1.0,,,,,1.0,,,Statistics (Diapers + Flow Kits)
10/21/2025 8:21:41,FV,63031,,,,,,,,,No,NEW ENROLLMENT - Diapers
10/21/2025 8:22:09,NB,63133,6,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
10/21/2025 8:23:34,LC,63138,4T,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
10/21/2025 8:23:55,NB,63133,5,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
10/21/2025 9:14:22,LC,63136,6,1.0,3,1.0,3,1.0,,,Yes,NEW ENROLLMENT - Diapers
10/21/2025 9:15:02,FV,63136,,,,,,,,,No,NEW ENROLLMENT - Diapers
10/21/2025 9:15:33,LC,63136,,,,,,,,,No,NEW ENROLLMENT - Diapers
10/21/2025 9:26:10,LC,63137,6,2.0,,,,,,,,Statistics (Diapers + Flow Kits)
10/21/2025 9:33:50,FV,63138,5,1.0,3,1.0,,,,,Yes,NEW ENROLLMENT - Diapers
10/21/2025 9:35:55,FV,63138,,,,,,,,,No,NEW ENROLLMENT - Diapers
10/21/2025 10:17:10,FV,63042,5,1.0,,,,,1.0,,,Statistics (Diapers + Flow Kits)
10/21/2025 10:36:50,FV,63031,5,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
10/21/2025 10:40:07,FV,63031,5,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
10/21/2025 10:43:24,NB,63107,6,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
10/21/2025 10:48:00,FV,63031,5,1.0,,,,,2.0,,Yes,NEW ENROLLMENT - Diapers
10/21/2025 11:07:12,FV,63033,4,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
10/21/2025 11:13:09,WR,63129,5,1.0,5,1.0,,,1.0,,,Statistics (Diapers + Flow Kits)
10/21/2025 11:13:42,WR,63129,,,,,,,1.0,,,Statistics (Diapers + Flow Kits)
10/21/2025 11:15:24,LC,63136,4,1.0,5,1.0,,,,,,Statistics (Diapers + Flow Kits)
10/21/2025 11:25:53,WR,63126,,,,,,,1.0,,,Statistics (Diapers + Flow Kits)
10/21/2025 11:37:42,FV,63033,5,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
10/21/2025 11:42:31,NB,63140,,,,,,,1.0,,,Statistics (Diapers + Flow Kits)
10/21/2025 12:03:28,WR,63123,2,1.0,3,1.0,,,,,,Statistics (Diapers + Flow Kits)
10/21/2025 12:13:40,FV,63033,4,1.0,,,,,1.0,,,Statistics (Diapers + Flow Kits)
10/21/2025 12:38:27,FV,63135,5,2.0,,,,,3.0,,,Statistics (Diapers + Flow Kits)
10/21/2025 12:39:37,FV,63135,,,,,,,,,Yes,NEW ENROLLMENT - Diapers
10/21/2025 12:40:23,FV,63135,,,,,,,,,No,NEW ENROLLMENT - Diapers
10/21/2025 12:45:05,LC,63136,4,1.0,4,,,,,,,Statistics (Diapers + Flow Kits)
10/21/2025 12:48:13,NB,63121,4,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
10/21/2025 12:48:19,LC,63136,,,,,,,1.0,,,Statistics (Diapers + Flow Kits)
10/21/2025 12:54:58,PV,63074,6,1.0,,,,,2.0,,,Statistics (Diapers + Flow Kits)
10/21/2025 12:58:11,LC,63137,2,1.0,5,1.0,,,,,,Statistics (Diapers + Flow Kits)
10/21/2025 13:00:11,GG,63021,,,,,,,,,No,NEW ENROLLMENT - Diapers
10/21/2025 13:01:03,GG,63021,,,,,,,,,No,NEW ENROLLMENT - Diapers
10/21/2025 13:04:30,GG,63021,3,1.0,5,1.0,,,,,,Statistics (Diapers + Flow Kits)
10/21/2025 13:19:33,LC,63136,1,1.0,5,1.0,5,1.0,,,,Statistics (Diapers + Flow Kits)
10/21/2025 13:20:14,NB,63135,3,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
10/21/2025 13:21:59,LC,63136,1,1.0,4T,1.0,4T,1.0,,,,Statistics (Diapers + Flow Kits)
10/21/2025 13:24:50,PV,63132,3T,1.0,3T,1.0,4T,1.0,,,,Statistics (Diapers + Flow Kits)
10/21/2025 13:25:10,PV,63132,4T,1.0,4T,1.0,,,,,,Statistics (Diapers + Flow Kits)
10/21/2025 13:51:25,LC,63138,4T,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
10/21/2025 13:53:43,LC,63138,,,,,,,2.0,,,Statistics (Diapers + Flow Kits)
10/21/2025 14:04:43,NB,63133,3,1.0,,,,1.0,2.0,,Yes,NEW ENROLLMENT - Diapers
10/21/2025 14:10:57,WR,63123,6,1.0,N,1.0,,,1.0,,,Statistics (Diapers + Flow Kits)
10/21/2025 14:13:46,LC,63136,4,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
10/21/2025 14:26:42,WR,63123,3T,1.0,,,,,1.0,,,Statistics (Diapers + Flow Kits)
10/21/2025 14:27:29,WR,63125,4,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
10/21/2025 14:34:06,LC,63136,,,,,,,2.0,,,Statistics (Diapers + Flow Kits)
10/21/2025 14:39:54,LC,63136,5,1.0,6,1.0,,,,,Yes,NEW ENROLLMENT - Diapers
10/21/2025 14:41:49,LC,63136,,,,,,,,,No,NEW ENROLLMENT - Diapers
10/21/2025 15:23:56,BMS,63136,,,,,,,,5.0,,Statistics (Diapers + Flow Kits)
10/21/2025 15:39:01,LC,63136,6,1.0,6,1.0,,,1.0,,,Statistics (Diapers + Flow Kits)
10/21/2025 15:39:16,LC,63137,6,1.0,6,1.0,,,,,,Statistics (Diapers + Flow Kits)
10/21/2025 15:41:38,WR,63116,6,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
10/21/2025 16:01:10,FV,63031,6,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
10/21/2025 16:01:41,GG,63026,4T,1.0,4,1.0,,,,,Yes,NEW ENROLLMENT - Diapers
10/21/2025 16:04:27,GG,63026,,,,,,,,,No,NEW ENROLLMENT - Diapers
10/21/2025 16:11:36,PV,63114,4T,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
10/21/2025 16:21:59,LC,63136,,,,,,,1.0,,,Statistics (Diapers + Flow Kits)
10/21/2025 17:00:50,LC,63136,N,1.0,1,1.0,1,1.0,,,,Statistics (Diapers + Flow Kits)
10/21/2025 17:14:06,FV,63033,,,,,,,1.0,,,Statistics (Diapers + Flow Kits)
10/21/2025 17:41:23,NB,63121,6,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
10/21/2025 17:57:45,LC,63137,5,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
10/21/2025 18:42:19,WR,63123,,,,,,,1.0,,,Statistics (Diapers + Flow Kits)
10/21/2025 18:54:27,NB,63121,5,1.0,,,,1.0,,,Yes,NEW ENROLLMENT - Diapers
10/21/2025 18:56:00,NB,63121,5,1.0,,,,1.0,,,Yes,NEW ENROLLMENT - Diapers
10/22/2025 8:20:44,GG,63021,4,1.0,3,1.0,3,1.0,,,,Statistics (Diapers + Flow Kits)
10/22/2025 8:51:51,FV,63136,,,,,,,2.0,,,Statistics (Diapers + Flow Kits)
10/22/2025 8:53:21,NB,63121,4,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
10/22/2025 9:29:55,LC,63351,5,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
10/22/2025 9:52:40,NB,63121,5,1.0,2T,1.0,2T,1.0,,,,Statistics (Diapers + Flow Kits)
10/22/2025 9:56:30,WR,63125,,,,,,,1.0,,,Statistics (Diapers + Flow Kits)
10/22/2025 10:07:43,FV,63031,4,1.0,1,1.0,,,,,Yes,NEW ENROLLMENT - Diapers
10/22/2025 10:08:26,FV,63031,,,,,,,,,No,NEW ENROLLMENT - Diapers
10/22/2025 10:09:10,WR,63123,,,,,,,1.0,,,Statistics (Diapers + Flow Kits)
10/22/2025 10:40:52,LC,63135,6,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
10/22/2025 11:03:20,LC,63136,,,,,,,2.0,,,Statistics (Diapers + Flow Kits)
10/22/2025 11:08:55,FV,63121,,,,,,,,,No,NEW ENROLLMENT - Diapers
10/22/2025 11:09:37,FV,63121,6,1.0,2,1.0,,,1.0,,Yes,NEW ENROLLMENT - Diapers
10/22/2025 11:12:32,FV,63031,,,,,,,,,No,NEW ENROLLMENT - Diapers
10/22/2025 11:13:06,FV,63031,,,,,,,,,No,NEW ENROLLMENT - Diapers
10/22/2025 11:13:51,FV,63031,N,1.0,3,1.0,5,1.0,2.0,,Yes,NEW ENROLLMENT - Diapers
10/22/2025 11:47:46,PV,63304,,,,,,,,,No,NEW ENROLLMENT - Diapers
10/22/2025 11:59:54,NB,63136,6,1.0,,,,,1.0,,,Statistics (Diapers + Flow Kits)
10/22/2025 12:00:30,FV,63031,,,,,,,1.0,,,Statistics (Diapers + Flow Kits)
10/22/2025 12:11:18,WR,63123,5,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
10/22/2025 12:17:29,NB,63134,,,,,,,,2.0,,Statistics (Diapers + Flow Kits)
10/22/2025 12:17:52,NB,63135,,,,,,,1.0,,,Statistics (Diapers + Flow Kits)
10/22/2025 12:49:05,PV,63136,3T,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
10/22/2025 13:18:27,WR,63125,6,1.0,6,1.0,,2.0,1.0,,,Statistics (Diapers + Flow Kits)
10/22/2025 13:31:26,LC,63135,2,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
10/22/2025 13:52:19,WR,63131,3,1.0,5,1.0,,,,,,Statistics (Diapers + Flow Kits)
10/22/2025 13:58:06,GG,63021,4,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
10/22/2025 14:02:56,LC,63136,,,,,,,1.0,,,Statistics (Diapers + Flow Kits)
10/22/2025 14:03:07,LC,63136,,,,,,,2.0,,,Statistics (Diapers + Flow Kits)
10/22/2025 14:14:48,LC,63136,3,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
10/22/2025 14:18:26,LC,63136,6,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
10/22/2025 14:18:52,FV,63021,4,3.0,,,,,1.0,,Yes,NEW ENROLLMENT - Diapers
10/22/2025 14:19:43,FV,63021,,,,,,,,,No,NEW ENROLLMENT - Diapers
10/22/2025 14:20:17,FV,63021,,,,,,,,,No,NEW ENROLLMENT - Diapers
10/22/2025 14:23:30,LC,63137,6,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
10/22/2025 14:49:03,LC,63136,4,1.0,2T,1.0,6,1.0,2.0,,Yes,NEW ENROLLMENT - Diapers
10/22/2025 14:55:02,LC,63138,6,1.0,6,1.0,6,1.0,,,,Statistics (Diapers + Flow Kits)
10/22/2025 15:00:11,WR,63107,5,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
10/22/2025 15:08:33,PV,63121,,,,,,,,,No,NEW ENROLLMENT - Diapers
10/22/2025 15:09:03,FV,63138,,,,,,,1.0,,,Statistics (Diapers + Flow Kits)
10/22/2025 15:09:54,PV,63121,,,,,,,,,No,NEW ENROLLMENT - Diapers
10/22/2025 15:12:38,PV,63136,,,,,,,,,No,NEW ENROLLMENT - Diapers
10/22/2025 15:34:56,LC,63042,,,,,,,1.0,,,Statistics (Diapers + Flow Kits)
10/22/2025 16:06:54,FV,63113,,,,,,,1.0,,,Statistics (Diapers + Flow Kits)
10/22/2025 16:47:15,FV,63031,5,1.0,5,1.0,,,,,,Statistics (Diapers + Flow Kits)
10/22/2025 17:00:37,FV,63033,4,1.0,,,,,1.0,,Yes,NEW ENROLLMENT - Diapers
10/22/2025 17:02:35,FV,63033,,,,,,,2.0,,,Statistics (Diapers + Flow Kits)
10/22/2025 17:30:20,LC,63033,4,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
10/22/2025 17:42:24,WR,63123,5,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
10/22/2025 18:28:37,FV,63135,,,,,,,3.0,,,Statistics (Diapers + Flow Kits)
10/23/2025 8:20:02,,63114,5,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
10/23/2025 10:12:29,FV,63031,,,,,,,1.0,,,Statistics (Diapers + Flow Kits)
10/23/2025 10:14:37,NB,63136,5,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
10/23/2025 10:25:53,NB,63137,,,,,,,3.0,,,Statistics (Diapers + Flow Kits)
10/23/2025 10:37:21,NB,63106,5,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
10/23/2025 10:38:28,NB,63106,6,2.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
10/23/2025 10:39:05,NB,63106,,,,,,,,,No,NEW ENROLLMENT - Diapers
10/23/2025 11:08:21,NB,63120,3,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
10/23/2025 11:21:26,NB,63135,6,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
10/23/2025 12:04:04,WR,63116,2,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
10/23/2025 12:04:38,WR,63116,2,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
10/23/2025 12:12:45,WR,63123,4,2.0,,,,,,,,Statistics (Diapers + Flow Kits)
10/23/2025 12:15:41,WR,63118,6,1.0,,,,,,,Yes,NEW ENROLLMENT - Diapers
10/23/2025 12:16:31,WR,63116,,,,,,,1.0,,,Statistics (Diapers + Flow Kits)
10/23/2025 12:55:29,WR,63123,6,1.0,,,,,,,,Statistics (Diapers + Flow Kits)
10/23/2025 13:23:55,FV,63135,5,2.0,,,,,2.0,,Yes,NEW ENROLLMENT - Diapers
10/23/2025 13:26:38,FV,63031,,,,,,,,,No,NEW ENROLLMENT - Diapers
