1,2,3,4,5,6,7,8,9,10,11,12,13,14,
1/4/2024 11:33:56,WR,63125,Diapers,6,6,1,6,6,1,,,,,
1/4/2024 12:07:11,WR,63123,Diapers,5,5,1,,,,,,,,
1/4/2024 12:09:04,LC,63138,Diapers,5,5,1,,,,,,,,
1/4/2024 12:21:43,FV,63121,Diapers,3T,3T,1,,,,,,,,
1/4/2024 12:22:07,FV,63138,Diapers,3T,3T,1,,,,,,,,
1/4/2024 12:29:13,WR,63123,Diapers,6,6,1,,,,,,,,
1/4/2024 12:31:40,PV,63043,Diapers,6,6,1,6,6,1,,,,,
1/4/2024 12:37:08,GG,63021,Diapers,6,6,1,,,,,,,,
1/4/2024 12:42:06,FV,63136,Diapers,5,5,1,,,,,,,,
1/4/2024 12:42:50,PV,63136,Diapers,5,5,1,6,6,1,,,,,
1/4/2024 12:47:04,PV,63114,Diapers,5,5,1,6,6,1,,,,,
1/4/2024 13:00:59,PV,63146,Diapers,6,6,1,6,6,1,6,6,1,,
1/4/2024 13:02:11,PV,63114,Diapers,6,6,1,6,6,1,,,,,
1/4/2024 13:15:49,WR,63129,Diapers,4T,4T,1,,,,,,,,
1/4/2024 13:18:28,WR,63123,Diapers,5,5,2,4,4,1,,,,,
1/4/2024 13:19:03,FV,63031,Diapers,2,2,1,,,,,,,,
1/4/2024 13:19:46,FV,63033,Diapers,4,4,1,,,,,,,,
1/4/2024 13:52:01,FV,63042,Flow Kits,,,,,,,,,,2,
1/4/2024 13:56:27,LC,63136,Diapers,6,6,1,6,6,1,,,,,
1/4/2024 14:05:54,LC,63136,Diapers,4,4,1,,,,,,,,
1/4/2024 14:21:11,WR,63125,Diapers,6,6,1,6,6,1,,,,,
1/4/2024 14:23:23,WR,63125,Diapers,6,6,1,6,6,1,,,,,
1/4/2024 14:32:40,FV,63135,Diapers,4,4,1,,,,,,,,
1/4/2024 14:36:59,LC,63136,Diapers,5,5,1,,,,,,,,
1/4/2024 14:37:38,WR,63123,Diapers,4,4,1,,,,,,,,
1/4/2024 14:44:48,LC,63137,Diapers,5,5,2,3,3,1,,,,,
1/4/2024 14:47:05,WR,63123,Diapers,3,3,1,,,,,,,,
1/4/2024 14:57:59,LC,63136,Diapers,5,5,2,,,,,,,,
1/4/2024 15:00:06,FV,63121,Diapers,1,1,1,,,,,,,,
1/4/2024 15:00:17,WR,63088,Diapers,5,5,1,5,5,1,1,1,3,,
1/4/2024 15:01:17,WR,63088,Diapers,5,5,1,5,5,1,,,,,
1/4/2024 15:18:04,FV,63042,Diapers,6,6,1,6,6,1,,,,,
1/4/2024 15:18:28,FV,63031,Diapers,6,6,1,6,6,1,,,,,
1/4/2024 15:20:56,FV,63031,Diapers,5,5,1,,,,,,,,
1/4/2024 15:34:00,FV,63033,Diapers,3,3,1,6,6,1,,,,,
1/4/2024 15:37:14,FV,63134,Diapers,6,6,2,,,,,,,,
1/4/2024 15:53:43,WR,63125,Diapers,5,5,1,,,,,,,,
1/4/2024 15:54:39,WR,63118,Diapers,5,5,2,,,,,,,,
1/4/2024 16:23:11,LC,63136,Diapers,6,6,1,,,,,,,,
1/4/2024 16:25:17,LC,63136,Diapers,5,5,1,,,,,,,,
1/4/2024 16:31:51,LC,63137,Diapers,6,6,1,,,,,,,,
1/4/2024 16:58:27,PV,63114,Diapers,5,5,1,,,,,,,,
1/4/2024 17:12:57,FV,63121,Flow Kits,,,,,,,,,,2,
1/4/2024 17:20:21,LC,63136,Diapers,6,6,1,,,,,,,,
1/4/2024 17:21:25,WR,63125,Diapers,5,5,1,,,,,,,,
1/4/2024 17:27:48,GG,63026,Diapers,1,1,1,5,5,1,4T,4T,1,,
1/4/2024 17:54:51,LC,63033,Diapers,6,6,1,6,6,1,4,4,1,,
1/4/2024 17:58:07,WR,63116,Diapers,4,4,1,,,,,,,,
1/4/2024 18:01:03,WR,63123,Diapers,5,5,1,,,,,,,,
1/4/2024 18:15:00,FV,63033,Diapers,4,4,1,6,6,1,,,,,
1/4/2024 18:49:19,WR,63116,Diapers,2,2,1,,,,,,,,
1/4/2024 19:20:34,WR,63129,Diapers,1,1,1,5,5,1,,,,,
1/5/2024 9:17:37,LC,63137,Diapers,4,4,1,,,,,,,,
1/5/2024 10:10:43,LC,63138,Diapers,4,4,1,5,5,1,6,6,1,,
1/5/2024 10:17:32,WR,63123,Diapers,6,6,2,,,,,,,,
1/5/2024 10:21:45,WR,63123,Diapers,3T,3T,1,4,4,1,,,,,
1/5/2024 10:25:56,LC,63120,Diapers,4,4,1,4,4,1,,,,,
1/5/2024 10:26:15,LC,63138,Diapers,4,4,1,,,,,,,,
1/5/2024 10:40:16,WR,63123,Diapers,4,4,1,4T,4T,1,,,,,
1/5/2024 10:42:44,FV,63042,Diapers,6,6,1,,,,,,,,
1/5/2024 10:43:01,FV,63042,Resuable Flow Kits,,,,,,,,,,,3
1/5/2024 10:55:49,FV,63031,Diapers,3T,3T,1,,,,,,,,
1/5/2024 10:56:25,LC,63134,Diapers,6,6,1,,,,,,,,
1/5/2024 10:58:02,FV,63031,Diapers,5,5,1,,,,,,,,
1/5/2024 10:59:10,WR,63123,Diapers,4,4,1,,,,,,,,
1/5/2024 11:05:35,FV,63134,Diapers,4,4,1,,,,,,,,
1/5/2024 11:16:10,WR,63123,Diapers,4,4,1,,,,,,,,
1/5/2024 11:32:07,LC,63137,Diapers,3,3,1,6,6,1,,,,,
1/5/2024 11:32:23,LC,63137,Resuable Flow Kits,,,,,,,,,,,1
1/5/2024 11:57:14,PV,63043,Diapers,4,4,1,4,4,1,,,,,
1/5/2024 12:20:56,WR,63123,Diapers,4,4,1,,,,,,,,
1/5/2024 12:24:50,PV,63114,Diapers,4T,4T,1,,,,,,,,
1/5/2024 12:56:33,FV,63033,Diapers,6,6,1,6,6,1,,,,,
1/5/2024 12:57:57,FV,63031,Diapers,6,6,1,,,,,,,,
1/5/2024 13:00:11,GG,63017,Diapers,3,3,1,3T,3T,1,,,,,
1/5/2024 13:00:35,GG,63017,Flow Kits,,,,,,,,,,1,
1/5/2024 13:06:34,FV,63146,Diapers,5,5,1,5,5,1,,,,,
1/5/2024 13:07:43,PV,63114,Diapers,4,4,1,4T,4T,1,4T,4T,1,,
1/5/2024 13:14:03,PV,63114,Diapers,5,5,1,,,,,,,,
1/5/2024 13:17:29,FV,63034,Diapers,6,6,1,,,,,,,,
1/5/2024 13:17:59,WR,63143,Diapers,1,1,1,2,2,1,,,,,
1/5/2024 13:28:30,LC,63137,Diapers,5,5,1,4,4,1,,,,,
1/5/2024 14:08:55,FV,63031,Diapers,5,5,1,6,6,1,,,,,
1/5/2024 14:36:57,LC,63120,Diapers,6,6,1,6,6,1,,,,,
1/5/2024 14:55:50,PV,63114,Diapers,2T,2T,1,3T,3T,1,,,,,
1/5/2024 15:04:11,LC,63137,Diapers,5,5,1,,,,,,,,
1/5/2024 15:19:34,WR,63123,Diapers,6,6,1,,,,,,,,
1/5/2024 15:27:45,FV,63031,Diapers,4,4,1,,,,,,,,
1/5/2024 15:28:07,FV,63031,Flow Kits,,,,,,,,,,1,
1/5/2024 15:40:27,LC,63136,Diapers,3,3,1,4,4,1,6,6,1,,
1/5/2024 15:42:37,FV,63135,Diapers,6,6,1,,,,,,,,
1/5/2024 15:45:53,FV,63033,Diapers,1,1,1,,,,,,,,
1/5/2024 15:56:18,WR,63111,Diapers,4,4,1,,,,,,,,
1/5/2024 16:10:00,LC,63137,Diapers,4,4,2,,,,,,,,
1/5/2024 16:42:54,LC,63136,Diapers,4,4,1,,,,,,,,
1/5/2024 16:45:31,FV,63033,Diapers,5,5,1,5,5,1,6,6,1,,
1/5/2024 16:45:37,LC,63137,Diapers,5,5,1,3,3,1,,,,,
1/5/2024 16:49:36,LC,63138,Diapers,6,6,1,,,,,,,,
1/6/2024 9:16:52,WR,63129,Diapers,4,4,1,,,,,,,,
1/6/2024 9:18:04,WR,63129,Diapers,4,4,1,,,,,,,,
1/6/2024 9:21:25,WR,63129,Resuable Flow Kits,,,,,,,,,,,1
1/6/2024 9:54:47,FV,63031,Diapers,6,6,1,4,4,1,,,,,
1/6/2024 10:13:47,LC,63136,Diapers,5,5,1,,,,,,,,
1/6/2024 10:28:12,LC,63033,Diapers,3,3,1,,,,,,,,
1/6/2024 10:34:40,LC,63136,Diapers,2,2,1,,,,,,,,
1/6/2024 11:04:00,WR,63118,Diapers,5,5,1,,,,,,,,
1/6/2024 11:15:34,LC,63137,Diapers,5,5,1,,,,,,,,
1/6/2024 11:15:54,LC,63136,Diapers,5,5,1,,,,,,,,
1/6/2024 11:54:15,NB,63136,Diapers,4,4,1,5,5,1,,,,,
1/6/2024 11:58:53,NB,63115,Diapers,5,5,1,,,,,,,,
1/6/2024 12:03:52,NB,63121,Diapers,4,4,1,5,5,1,,,,,
1/6/2024 12:30:20,NB,63121,Diapers,5,5,1,5,5,1,,,,,
1/6/2024 13:52:10,WR,63123,Diapers,4,4,1,,,,,,,,
1/6/2024 14:31:39,PV,63134,Diapers,5,5,1,5,5,1,,,,,
1/6/2024 14:52:18,LC,63136,Diapers,1,1,1,,,,,,,,
1/6/2024 14:55:25,LC,63116,Diapers,6,6,1,6,6,1,,,,,
1/6/2024 15:05:18,PV,63074,Diapers,5,5,1,,,,,,,,
1/6/2024 15:54:50,GG,63121,Diapers,6,6,1,,,,,,,,
1/6/2024 15:55:23,GG,63017,Diapers,5,5,1,5,5,1,,,,,
1/6/2024 15:57:53,LC,63138,Diapers,3,3,1,3,3,1,,,,,
1/6/2024 16:01:13,LC,63121,Diapers,6,6,1,6,6,1,6,6,1,,
1/6/2024 16:02:00,LC,63033,Diapers,6,6,1,,,,,,,,
1/6/2024 16:02:55,LC,63137,Diapers,3,3,2,3,3,,3,3,2,,
1/6/2024 16:10:27,FV,63042,Diapers,6,6,1,,,,,,,,
1/6/2024 16:19:56,LC,63135,Diapers,5,5,1,,,,,,,,
1/6/2024 16:20:16,LC,63147,Diapers,5,5,1,,,,,,,,
1/6/2024 16:39:57,LC,63136,Diapers,4,4,1,,,,,,,,
1/6/2024 16:43:05,PV,63134,Diapers,6,6,1,,,,,,,,
1/6/2024 16:45:56,WR,63125,Diapers,5,5,1,4,4,1,,,,,
1/7/2024 13:03:56,FV,63011,Diapers,5,5,1,,,,,,,,
1/7/2024 14:09:07,FV,63376,Diapers,5,5,1,6,6,1,,,,,
1/8/2024 9:11:03,LC,63121,Diapers,4,4,1,5,5,1,,,,,
1/8/2024 9:15:52,GG,63025,Diapers,4,4,1,4,4,1,,,,,
1/8/2024 9:16:00,WR,63125,Diapers,1,1,1,,,,,,,,
1/8/2024 9:16:11,LC,63303,Diapers,3,3,1,2,2,1,,,,,
1/8/2024 9:16:29,LC,63101,Diapers,4,4,1,,,,,,,,
1/8/2024 9:16:54,LC,63137,Diapers,6,6,1,,,,,,,,
1/8/2024 9:17:12,LC,63136,Diapers,4,4,1,,,,,,,,
1/8/2024 9:20:22,LC,63137,Diapers,5,5,1,6,6,1,,,,,
1/8/2024 9:35:38,LC,63136,Diapers,6,6,1,6,6,1,,,,,
1/8/2024 9:40:54,LC,63137,Diapers,4,4,1,,,,,,,,
1/8/2024 9:47:38,FV,63031,Diapers,4,4,1,6,6,1,,,,,
1/8/2024 9:49:35,NB,63121,Diapers,4,4,1,,,,,,,,
1/8/2024 10:08:43,WR,63123,Diapers,5,5,1,,,,,,,,
1/8/2024 10:14:25,PV,63136,Diapers,4,4,1,5,5,1,,,,,
1/8/2024 10:22:09,NB,63121,Diapers,5,5,1,5,5,1,,,,,
1/8/2024 10:58:46,FV,63135,Diapers,5,5,1,5,5,1,5,5,1,,
1/8/2024 10:59:32,FV,63135,Diapers,5,5,1,2T,2T,1,,,,,
1/8/2024 11:12:14,LC,63033,Diapers,2,2,1,,,,,,,,
1/8/2024 11:16:36,LC,63136,Diapers,6,6,1,2,2,1,2,2,1,,
1/8/2024 11:19:51,LC,63137,Diapers,4,4,1,4,4,1,,,,,
1/8/2024 11:21:25,NB,63119,Diapers,5,5,1,,,,,,,,
1/8/2024 11:28:38,WR,63123,Diapers,5,5,1,,,,,,,,
1/8/2024 11:30:45,PV,63042,Diapers,1,1,1,,,,,,,,
1/8/2024 12:18:11,LC,63138,Diapers,3,3,1,,,,,,,,
1/8/2024 12:29:02,LC,63136,Diapers,5,5,1,5,5,1,,,,,
1/8/2024 12:31:58,PV,63114,Diapers,4,4,1,,,,,,,,
1/8/2024 12:32:05,LC,63137,Diapers,6,6,1,6,6,1,,,,,
1/8/2024 12:37:12,LC,63033,Diapers,5,5,1,5,5,1,6,6,1,,
1/8/2024 12:38:10,WR,63123,Diapers,4,4,1,,,,,,,,
1/8/2024 12:43:05,PV,63133,Diapers,5,5,1,,,,,,,,
1/8/2024 12:44:01,PV,63114,Diapers,4,4,1,,,,,,,,
1/8/2024 13:19:05,FV,63135,Diapers,5,5,1,,,,,,,,
1/8/2024 13:21:44,PV,63074,Resuable Flow Kits,,,,,,,,,,,1
1/8/2024 13:32:40,LC,63147,Diapers,5,5,1,,,,,,,,
1/8/2024 13:49:38,WR,63116,Diapers,4,4,1,4,4,1,,,,,
1/8/2024 13:50:03,WR,63116,Diapers,4,4,2,,,,,,,,
1/8/2024 13:58:33,WR,63118,Diapers,5,5,1,,,,,,,,
1/8/2024 14:11:43,FV,63137,Flow Kits,,,,,,,,,,1,
1/8/2024 14:12:12,FV,63137,Diapers,6,6,1,6,6,1,,,,,
1/8/2024 14:18:02,PV,63031,Diapers,2T,2T,1,4T,4T,1,,,,,
1/8/2024 14:18:32,WR,63123,Diapers,3,3,1,,,,,,,,
1/8/2024 14:20:07,WR,63123,Diapers,4T,4T,1,4T,4T,1,4,4,1,,
1/8/2024 14:22:26,LC,63137,Diapers,2,2,1,6,6,,,,,,
1/8/2024 14:40:15,LC,63121,Diapers,6,6,1,1,1,1,,,,,
1/8/2024 15:05:08,WR,63111,Diapers,5,5,1,3T,3T,,,,,,
1/8/2024 15:14:18,LC,63136,Diapers,3,3,2,,,,,,,,
1/8/2024 15:17:36,FV,63121,Diapers,6,6,2,,,,,,,,
1/8/2024 15:21:24,LC,63137,Diapers,4,4,1,,,,,,,,
1/8/2024 16:02:05,LC,63136,Diapers,4,4,1,,,,,,,,
1/8/2024 16:02:23,LC,63118,Diapers,1,1,1,,,,,,,,
1/8/2024 16:09:00,NB,63120,Diapers,3,3,1,,,,,,,,
1/8/2024 16:19:14,NB,63130,Diapers,6,6,1,,,,,,,,
1/8/2024 16:26:40,FV,63031,Flow Kits,,,,,,,,,,1,
1/8/2024 16:27:56,NB,63134,Diapers,5,5,1,,,,,,,,
1/8/2024 16:32:30,WR,63125,Diapers,2T,2T,1,,,,,,,,
1/8/2024 16:42:39,WR,63129,Diapers,4,4,2,,,,,,,,
1/8/2024 16:51:34,WR,63125,Diapers,5,5,2,,,,,,,,
1/8/2024 16:52:09,NB,63043,Diapers,3,3,1,3,3,1,3,3,1,,
1/8/2024 17:05:51,NB,63136,Diapers,5,5,1,,,,,,,,
